148.370	108.400	0.524	0.000
149.280	181.930	-0.069	0.000
178.620	182.930	0.278	0.000
160.630	77.135	0.760	0.000
172.780	146.480	0.207	0.000
192.300	244.850	0.248	0.000
199.650	66.795	0.155	0.000
169.020	174.730	0.639	0.000
215.750	72.627	0.148	0.000
186.840	313.900	0.404	0.000
205.660	163.020	0.800	0.000
200.320	264.010	0.960	0.000
146.200	141.520	0.608	0.000
236.390	140.150	0.253	0.000
255.460	182.860	0.491	0.000
219.150	162.390	0.085	0.000
238.700	233.780	0.660	0.000
132.080	77.836	0.463	0.000
100.880	172.530	0.707	0.000
193.120	250.350	0.258	0.000
227.450	167.970	0.792	0.000
222.020	234.900	0.608	0.000
242.550	257.120	0.671	0.000
162.210	254.960	0.367	0.000
254.140	143.740	0.683	0.000
213.940	124.790	0.575	0.000
240.260	191.410	0.777	0.000
140.510	273.710	0.460	0.000
251.670	227.740	0.566	0.000
114.300	125.350	0.634	0.000
258.470	199.010	0.903	0.000
174.620	73.937	0.814	0.000
196.270	278.440	0.564	0.000
173.430	65.202	0.446	0.000
183.000	213.940	-0.118	0.000
141.240	189.200	0.087	0.000
178.200	211.340	0.309	0.000
158.880	168.050	0.000	0.000
179.770	297.790	0.371	0.000
231.570	201.500	0.609	0.000
254.070	149.150	0.968	0.000
180.530	57.143	0.186	0.000
238.360	245.860	0.449	0.000
265.440	181.570	0.286	0.000
198.570	216.370	0.382	0.000
212.050	163.100	0.672	0.000
237.140	178.950	0.772	0.000
238.030	106.940	0.375	0.000
177.660	166.250	0.380	0.000
214.920	249.020	0.605	0.000
268.260	266.660	0.306	0.000
244.610	214.330	0.823	0.000
234.010	264.660	0.356	0.000
130.800	175.790	0.079	0.000
171.520	274.290	0.522	0.000
246.740	236.030	0.261	0.000
166.810	176.760	0.307	0.000
245.300	271.440	0.255	0.000
262.610	228.270	0.822	0.000
157.900	233.480	-0.019	0.000
178.710	109.340	0.930	0.000
165.460	80.884	0.766	0.000
126.290	140.360	0.253	0.000
130.780	86.040	0.618	0.000
164.080	256.120	1.004	0.000
194.460	265.400	0.208	0.000
214.050	177.820	0.373	0.000
151.390	200.430	0.471	0.000
200.680	162.330	0.513	0.000
118.100	128.190	0.198	0.000
190.590	254.650	0.372	0.000
190.350	146.330	0.934	0.000
252.790	228.310	0.089	0.000
167.810	251.160	0.604	0.000
166.230	141.640	0.709	0.000
145.090	210.590	0.493	0.000
237.930	231.210	0.809	0.000
181.770	98.543	0.549	0.000
127.980	124.320	0.847	0.000
234.420	265.010	0.701	0.000
187.160	230.220	0.100	0.000
